country,region,hazard_elec_bill,hazard_heat_cool,hazard_bill_struggle,hazard_house_value,hazard_miss_savings,hazard_tax_fines,hazard_power_cuts,hazard_insurance_cost,hazard_rent_ban,hazard_damp_mould,hazard_insurer_risk,hazard_severe_weather,hazard_cold_damp_health,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,ber_rating,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,heat_fuel_oil_paraffin,heat_fuel_electricity,heat_fuel_piped_natural,heat_fuel_bottle_gas,heat_fuel_lpg,heat_fuel_coal,heat_fuel_wood,heat_fuel_pellets,heat_fuel_district,heat_fuel_solar,heat_fuel_heat_pump,heat_fuel_other,housing_situation,home_type,dwelling_year,rent_arrears,utility_arrears,housing_support,energy_support,energy_improvements,plans_energy_improvements,solar_perception,solar_install_likelihood,can_cover_solar_cost,aware_gov_programmes,issue_poor_insulation,issue_damp_mold,issue_inadequate_heating,issue_high_energy_bills,issue_limited_light,issue_leaking_roof,issue_rotten_frames,home_problems_count,macro_dwelling_too_dark,macro_asthma_death_rate,macro_leak_damp_rot,macro_excess_winter_mortality,macro_cold_home_pct,macro_cost_overburden_rate,macro_heating_degree_days,macro_cooling_degree_days,macro_severe_housing_deprivation,religious_minority,bill_confidence,is_native_born,speaks_national_language,age,age_group,housing_cost_band,income_band,household_type
Germany,Karlsruhe,20.0,20.0,6.0,3.0,6.0,1.0,6.0,2.0,2.0,12.0,1.0,25.0,6.0,8.461538461538462,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Suburban,No,No,Yes or PNS,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,I don't know,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Terraced house – a house that is part of a row of houses joined together,1981-2000,No,No,No,No,Yes,Not applicable,3,Not applicable,No,Not applicable,1,0,0,0,0,0,0,1,7.1,980.45,16.0,5.5,5.7,11.2,1828.77,45.16,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,45.0,45+,3_High,7,Single parent
Germany,Cologne,9.0,1.0,2.0,1.0,6.0,20.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.615384615384615,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",6.0,Rural,No,Yes,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,A-B (high efficiency),0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2001-2010,"Yes, once",No,No,No,No,Yes,4,Not applicable,Not sure,Not applicable,0,0,0,0,0,0,0,0,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Not very confident or worse,Yes,Yes,62.0,45+,1_Low,3,Single parent
Portugal,Norte,6.0,12.0,9.0,9.0,16.0,9.0,12.0,12.0,9.0,16.0,9.0,6.0,12.0,10.538461538461538,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,I don't know,4,Somewhat likely,Not sure,Yes,0,0,0,0,1,0,0,1,8.1,914.3,29.0,10.0,15.6,6.3,1038.89,227.41,4.2,No/Non-religious,Confident — I can understand it with some help,Yes,No,23.0,18-29,1_Low,3,Multi-generational / extended
Portugal,Lisbon Metropolitan Area,1.0,1.0,1.0,9.0,9.0,6.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,3.769230769230769,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Urban,No,No,No,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,No,5,Likely,Yes,Not sure,1,1,0,0,0,1,1,4,8.1,1000.31,29.0,10.0,15.6,6.3,446.16,91.69,4.2,Yes,Not very confident or worse,Yes,Yes,36.0,30-44,2_Medium,3,Single parent
Ireland,Eastern and Midland,10.0,10.0,10.0,6.0,6.0,20.0,15.0,15.0,16.0,10.0,15.0,20.0,10.0,12.538461538461538,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",5.0,Urban,Yes,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,EU citizen from another country,I don't know,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,No,I don't know,5,Very unlikely,No,No,0,1,0,1,0,0,0,2,6.9,907.0,21.2,2.8,4.5,5.3,1820.78,0.0,0.2,No/Non-religious,Not very confident or worse,No,No,33.0,30-44,3_High,8,Couple with children
Ireland,Eastern and Midland,25.0,25.0,25.0,3.0,9.0,4.0,1.0,2.0,9.0,20.0,25.0,25.0,25.0,15.23076923076923,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Rural,Yes,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,2016-2021,"Yes, twice or more","Yes, twice or more",No,No,Yes,Not applicable,5,Not applicable,Yes,Not applicable,0,1,0,1,0,0,0,2,6.9,907.0,21.2,2.8,4.5,5.3,1820.78,0.0,0.2,Yes,Very confident — I can understand it easily,No,Yes,36.0,30-44,3_High,8,"Couple, no children"
Portugal,Lisbon Metropolitan Area,16.0,12.0,9.0,6.0,12.0,12.0,9.0,12.0,9.0,12.0,9.0,12.0,16.0,11.23076923076923,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3.0,Suburban,Yes,Yes,Yes or PNS,Prefer not to say,Mother tongue / Very well,Confident or less confident,Citizen of this country,I don't know,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives of friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,"Yes, twice or more",No,No,Yes,Not applicable,4,Not applicable,Not sure,Not applicable,1,1,1,1,0,1,0,5,8.1,1000.31,29.0,10.0,15.6,6.3,446.16,91.69,4.2,Prefer not to say,Not very confident or worse,Yes,Yes,28.0,18-29,1_Low,2,Multi-generational / extended
Germany,Upper Bavaria,15.0,9.0,5.0,1.0,1.0,1.0,9.0,8.0,1.0,2.0,1.0,20.0,8.0,6.230769230769231,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,No,No,5,Somewhat likely,Yes,Yes,0,0,0,0,0,0,0,0,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,41.0,30-44,3_High,9,"Couple, no children"
Portugal,Algarve,8.0,6.0,8.0,8.0,2.0,6.0,6.0,6.0,8.0,15.0,6.0,6.0,8.0,7.153846153846154,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,C (moderate),0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2016-2021,No,No,No,No,Yes,Not applicable,2,Not applicable,Yes,Not applicable,0,0,0,1,0,0,0,1,8.1,1069.73,29.0,10.0,15.6,6.3,458.96,285.54,4.2,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,34.0,30-44,1_Low,1,"Couple, no children"
Portugal,Norte,12.0,10.0,2.0,4.0,8.0,8.0,9.0,4.0,4.0,6.0,4.0,9.0,9.0,6.846153846153846,2,Man,Primary or Secondary education,"Attending school, university, or other educational/training programmes",4.0,Suburban,No,Yes,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2001-2010,No,No,No,No,Yes,Not applicable,4,Not applicable,Yes,Not applicable,0,0,1,0,0,0,0,1,8.1,914.3,29.0,10.0,15.6,6.3,1038.89,227.41,4.2,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,18.0,18-29,1_Low,4,Multi-generational / extended
Germany,Brandenburg,16.0,9.0,8.0,4.0,8.0,16.0,6.0,20.0,3.0,15.0,4.0,8.0,15.0,10.153846153846153,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,I don't know,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,No,5,Somewhat unlikely,Yes,Not sure,0,1,1,0,0,0,0,2,7.1,1113.34,16.0,5.5,5.7,11.2,1875.22,14.89,0.3,No/Non-religious,Confident — I can understand it with some help,No,No,36.0,30-44,2_Medium,6,"Couple, no children"
Portugal,Norte,25.0,25.0,12.0,12.0,12.0,20.0,10.0,9.0,4.0,6.0,6.0,4.0,8.0,11.76923076923077,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,No,4,Unlikely,Yes,Not sure,0,1,0,0,0,0,0,1,8.1,914.3,29.0,10.0,15.6,6.3,1038.89,227.41,4.2,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,28.0,18-29,1_Low,3,Multi-generational / extended
Portugal,Centre,2.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,12.0,3.0,3.0,1.0,1.0,3.769230769230769,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,No,No,5,Unlikely,Yes,Yes,0,1,0,0,0,0,0,1,8.1,1000.31,29.0,10.0,15.6,6.3,853.61,285.82,4.2,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,25.0,18-29,1_Low,3,Multi-generational / extended
Portugal,Lisbon Metropolitan Area,12.0,12.0,10.0,6.0,15.0,9.0,15.0,9.0,10.0,5.0,8.0,8.0,10.0,9.923076923076923,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,D (below average),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,No,4,Very unlikely,Yes,No,0,1,0,0,0,0,0,1,8.1,1000.31,29.0,10.0,15.6,6.3,446.16,91.69,4.2,No/Non-religious,Another person is in charge of reading and/or paying the energy bill.,Yes,Yes,29.0,18-29,1_Low,5,"Couple, no children"
Ireland,Northern and Western,16.0,12.0,12.0,16.0,12.0,8.0,12.0,12.0,3.0,8.0,16.0,9.0,12.0,11.384615384615385,4,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",5.0,Urban,No,Yes,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,I don't know,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Semi-detached house – a house joined to one other house,1981-2000,No,"Yes, twice or more",No,No,Yes,Not applicable,4,Not applicable,No,Not applicable,0,0,1,1,0,0,0,2,6.9,885.49,21.2,2.8,4.5,5.3,1818.53,0.0,0.2,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,63.0,45+,1_Low,4,Couple with children
Germany,Middle Franconia,8.0,8.0,8.0,6.0,9.0,12.0,8.0,8.0,8.0,9.0,12.0,8.0,8.0,8.615384615384615,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,I don't know,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1945-1960,No,No,No,No,No,No,4,Very unlikely,Yes,Not sure,0,1,0,1,1,1,0,4,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Confident — I can understand it with some help,No,No,33.0,30-44,1_Low,9,"Couple, no children"
Ireland,Northern and Western,20.0,25.0,12.0,1.0,15.0,1.0,8.0,1.0,8.0,4.0,4.0,4.0,5.0,8.307692307692308,2,,,,,,,,,,,,,D (below average),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,Yes,Not applicable,3,Not applicable,Not sure,Not applicable,0,0,1,1,0,0,0,2,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,,,Yes,Yes,,30-44,2_Medium,6,Other shared
Germany,Bremen,12.0,6.0,5.0,9.0,12.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,4.923076923076923,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,A-B (high efficiency),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,Yes,Not applicable,4,Not applicable,Yes,Not applicable,0,0,0,1,0,0,0,1,6.9,885.49,21.2,2.8,4.5,5.3,1818.53,0.0,0.2,No/Non-religious,Very confident — I can understand it easily,No,No,35.0,30-44,3_High,5,Couple with children
Portugal,Norte,16.0,16.0,16.0,15.0,8.0,25.0,8.0,16.0,4.0,20.0,12.0,16.0,15.0,14.384615384615385,5,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,E-G (poor efficiency),0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Terraced house – a house that is part of a row of houses joined together,1961-1980,No,No,No,No,Yes,Not applicable,4,Not applicable,Yes,Not applicable,1,0,0,0,0,0,0,1,7.1,1054.27,16.0,5.5,5.7,11.2,1777.36,13.52,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,39.0,30-44,3_High,9,"Couple, no children"
Portugal,Algarve,16.0,12.0,6.0,9.0,6.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,Prefer not to say,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,C (moderate),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,No,5,Likely,Yes,Yes,1,1,1,1,0,0,0,4,8.1,914.3,29.0,10.0,15.6,6.3,1038.89,227.41,4.2,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,39.0,30-44,2_Medium,9,"Couple, no children"
Ireland,Northern and Western,12.0,8.0,6.0,20.0,15.0,8.0,12.0,12.0,16.0,10.0,10.0,15.0,16.0,12.307692307692308,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,D (below average),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,No,Yes,4,Not applicable,Yes,Not applicable,1,1,0,1,0,1,1,5,8.1,1069.73,29.0,10.0,15.6,6.3,458.96,285.54,4.2,No/Non-religious,Confident — I can understand it with some help,No,No,31.0,30-44,1_Low,4,"Couple, no children"
Portugal,Norte,9.0,4.0,9.0,4.0,4.0,9.0,1.0,16.0,16.0,9.0,16.0,16.0,16.0,9.923076923076923,3,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",5.0,Urban,No,Yes,No,No,Well or less proficient,Confident or less confident,Citizen of this country,A-B (high efficiency),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Semi-detached house – a house joined to one other house,2022 or after,No,"Yes, twice or more",No,No,Yes,Not applicable,5,Not applicable,Yes,Not applicable,0,0,0,0,1,0,0,1,6.9,885.49,21.2,2.8,4.5,5.3,1818.53,0.0,0.2,No/Non-religious,Confident — I can understand it with some help,No,No,21.0,18-29,3_High,7,Multi-generational / extended
Germany,Upper Bavaria,20.0,25.0,9.0,4.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,1.0,8.846153846153847,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,I don't know,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,Yes,Not applicable,3,Not applicable,No,Not applicable,0,0,1,0,0,0,0,1,8.1,914.3,29.0,10.0,15.6,6.3,1038.89,227.41,4.2,No/Non-religious,Confident — I can understand it with some help,No,No,47.0,45+,1_Low,3,Single parent
Portugal,Lisbon Metropolitan Area,10.0,10.0,3.0,5.0,4.0,6.0,4.0,4.0,20.0,8.0,6.0,3.0,15.0,7.538461538461538,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives of friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,Yes,4,Not applicable,Yes,Not applicable,1,0,0,0,0,0,0,1,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,29.0,18-29,3_High,5,Multi-generational / extended
Germany,Darmstadt,16.0,16.0,16.0,16.0,16.0,9.0,4.0,16.0,9.0,16.0,9.0,9.0,16.0,12.923076923076923,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",4.0,Urban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,C (moderate),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,Yes,Not applicable,3,Not applicable,Yes,Not applicable,0,1,0,0,0,0,0,1,8.1,1000.31,29.0,10.0,15.6,6.3,446.16,91.69,4.2,No/Non-religious,Confident — I can understand it with some help,No,No,23.0,18-29,1_Low,7,Other shared
Ireland,Eastern and Midland,25.0,25.0,16.0,9.0,16.0,4.0,9.0,4.0,1.0,2.0,4.0,9.0,4.0,9.846153846153847,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,Yes,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,A-B (high efficiency),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,I don't know,No,3,Likely,Not sure,No,0,0,0,1,0,0,0,1,7.1,974.39,16.0,5.5,5.7,11.2,1727.78,48.24,0.3,Yes,Confident — I can understand it with some help,No,No,29.0,18-29,2_Medium,4,"Couple, no children"
Germany,Bremen,25.0,25.0,25.0,16.0,16.0,9.0,9.0,16.0,9.0,9.0,16.0,16.0,16.0,15.923076923076923,5,Woman or Non-binary,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,C (moderate),0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Semi-detached house – a house joined to one other house,2001-2010,No,No,No,No,No,I don't know,3,Likely,No,No,1,0,1,1,0,0,0,3,6.9,907.0,21.2,2.8,4.5,5.3,1820.78,0.0,0.2,No/Non-religious,Confident — I can understand it with some help,No,No,52.0,45+,3_High,6,Single parent
Germany,Hamburg,15.0,20.0,25.0,12.0,12.0,15.0,12.0,12.0,8.0,8.0,8.0,12.0,12.0,13.153846153846153,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2.0,Rural,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Non-EU citizen,I don't know,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,Yes,I don't know,I don't know,5,Not sure,Not sure,Not sure,1,0,1,0,1,0,0,3,7.1,1054.27,16.0,5.5,5.7,11.2,1777.36,13.52,0.3,No/Non-religious,Not very confident or worse,No,No,45.0,45+,2_Medium,2,Single parent
Germany,Stuttgart,12.0,16.0,9.0,12.0,12.0,12.0,6.0,15.0,8.0,12.0,12.0,8.0,20.0,11.846153846153847,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2.0,Urban,No,No,No,No,Mother tongue / Very well,Confident or less confident,Non-EU citizen,I don't know,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,"Yes, twice or more","Yes, twice or more",No,No,Yes,Not applicable,5,Not applicable,Not sure,Not applicable,0,0,0,1,0,0,0,1,7.1,1001.55,16.0,5.5,5.7,11.2,1792.43,12.98,0.3,No/Non-religious,Confident — I can understand it with some help,No,No,49.0,45+,3_High,5,Single parent
Germany,Middle Franconia,9.0,12.0,9.0,9.0,9.0,12.0,16.0,9.0,9.0,9.0,4.0,9.0,9.0,9.615384615384615,3,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,C (moderate),0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Terraced house – a house that is part of a row of houses joined together,2011-2015,"Yes, once","Yes, once",No,No,Yes,Not applicable,5,Not applicable,Yes,Not applicable,1,0,0,0,0,0,0,1,7.1,938.1,16.0,5.5,5.7,11.2,1921.95,31.71,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,25.0,18-29,1_Low,5,Couple with children
Portugal,Lisbon Metropolitan Area,20.0,15.0,4.0,25.0,16.0,25.0,25.0,16.0,25.0,16.0,25.0,25.0,25.0,20.153846153846153,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,C (moderate),0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2016-2021,No,No,No,No,No,No,6,Somewhat likely,No,No,0,0,0,1,0,0,0,1,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,41.0,30-44,3_High,7,Single parent
