country,region,hazard_elec_bill,hazard_heat_cool,hazard_bill_struggle,hazard_house_value,hazard_miss_savings,hazard_tax_fines,hazard_power_cuts,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,housing_situation,home_type,dwelling_year,rent_arrears,utility_arrears,housing_support,energy_support,energy_improvements,plans_energy_improvements,solar_perception,solar_install_likelihood,can_cover_solar_cost,aware_gov_programmes,issue_poor_insulation,issue_damp_mold,issue_inadequate_heating,issue_high_energy_bills,issue_limited_light,issue_leaking_roof,issue_rotten_frames,home_problems_count,macro_utility_arrears_pct,macro_cold_home_pct,macro_cost_overburden_rate,macro_consumption_expenditure,macro_disposable_income_pps,macro_heating_degree_days,macro_cooling_degree_days,macro_energy_consumption_tj,macro_electricity_consumption,religious_minority,bill_confidence,is_native_born,speaks_national_language,age,age_group,housing_cost_band,income_band,household_type
Spain,Community of Madrid,16,16,9,25,9,6,20,14.428571428571429,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Not very well or worse,Confident or less confident,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Not sure,Not applicable,1,0,0,1,0,0,0,2,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,No/Non-religious,Not at all confident — I find it very difficult to understand my energy bill.,Yes,No,53.0,45-59,2_Medium,5,Couple with children
Portugal,Norte,16,16,6,8,4,6,4,8.571428571428571,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,Yes,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Semi-detached house – a house joined to one other house,1981-2000,No,No,Yes,Yes,No,Yes,5.0,Not applicable,Yes,Not applicable,0,1,1,0,0,0,0,2,3.6,15.6,6.3,166851.3,51301.77,1038.89,227.41,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,56.0,45-59,1_Low,4,Couple with children
Italy,Sicily,16,16,6,6,12,6,8,10.0,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,I don't know,4.0,Somewhat likely,Yes,Yes,0,1,0,0,0,0,1,2,5.9,8.6,5.0,1257106.0,76298.9,558.9300000000001,452.35,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,No,29.0,18-29,3_High,5,"Couple, no children"
Spain,Galicia,16,16,4,9,16,9,1,10.142857142857142,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,Yes,Not applicable,3.0,Not applicable,Not sure,Not applicable,0,1,0,0,0,1,0,2,9.2,15.9,7.2,793600.0,49230.2,1111.35,78.06,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,29.0,18-29,2_Medium,9,"Couple, no children"
Germany,Hannover,4,6,1,4,1,1,4,3.0,1,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,No,No,Well,Confident or less confident,Citizen of this country,1,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,2022 or after,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,4.6,5.7,11.2,1876818.0,71168.44,1758.37,19.02,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,27.0,18-29,3_High,5,Lives alone
Italy,Emilia-Romagna,16,16,10,6,4,16,6,10.571428571428571,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",4,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,1,0,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,131258.7,1166.93,256.8,1155020.242,8.7008,No/Non-religious,Another person is in charge of reading and/or paying the energy bill.,Yes,Yes,23.0,18-29,2_Medium,6,Other shared
Italy,Piedmont,20,20,6,2,20,10,1,11.285714285714286,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,Yes,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,"Yes, twice or more",No,No,No,No,5.0,Likely,Yes,Yes,1,0,1,0,0,0,0,2,5.9,8.6,5.0,1257106.0,115962.7,1658.0,142.32,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,26.0,18-29,2_Medium,4,"Couple, no children"
Italy,Lombardy,20,25,16,9,25,9,6,15.714285714285714,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,Yes,5.0,Not applicable,Not sure,Not applicable,1,1,0,1,0,0,1,4,5.9,8.6,5.0,1257106.0,322158.3,1471.71,214.79,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,28.0,18-29,1_Low,4,Lives alone
Italy,Emilia-Romagna,6,6,2,3,6,4,6,4.714285714285714,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,No,No,3.0,Very likely,Yes,Yes,1,1,0,0,0,0,0,2,5.9,8.6,5.0,1257106.0,131258.7,1166.93,256.8,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,No,29.0,18-29,2_Medium,3,"Couple, no children"
Italy,Lazio,25,20,20,25,12,16,15,19.0,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3,Suburban,Prefer not to say,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,0,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,"Yes, once",No,No,No,I don't know,5.0,Very unlikely,Not sure,No,0,1,0,1,0,0,0,2,5.9,8.6,5.0,1257106.0,150307.6,798.71,361.74,1155020.242,8.7008,Yes,Not very confident — I often need help or support,No,No,22.0,18-29,1_Low,2,Other shared
Ireland,Eastern and Midland,9,4,1,16,4,8,1,6.142857142857143,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Retired,2,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Semi-detached house – a house joined to one other house,1961-1980,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,1,0,0,1,0,0,0,2,8.8,4.5,5.3,136200.1,97879.17,1820.78,0.0,106480.447,9.8217,Yes,Confident — I can understand it with some help,Yes,Yes,78.0,60+,1_Low,6,"Couple, no children"
Germany,Cologne,25,25,9,16,20,9,16,17.142857142857142,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Detached house – a house that stands alone and is not joined to any other,2016-2021,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,34.0,30-44,3_High,6,Couple with children
Ireland,Northern and Western,15,20,1,1,12,1,1,7.285714285714286,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Terraced house – a house that is part of a row of houses joined together,2022 or after,No,No,No,No,No,No,5.0,Likely,Yes,Yes,0,0,0,0,0,0,0,0,8.8,4.5,5.3,136200.1,26523.71,1818.53,0.0,106480.447,9.8217,No/Non-religious,Very confident — I can understand it easily,No,Yes,32.0,30-44,3_High,9,Couple with children
Germany,Düsseldorf,12,12,4,12,12,12,12,10.857142857142858,3,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,No,No,Well,Confident or less confident,Citizen of this country,1,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,Yes,Not applicable,3.0,Not applicable,Yes,Not applicable,0,0,1,0,0,0,0,1,4.6,5.7,11.2,1876818.0,176736.87,1540.0,38.40000000000001,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,41.0,30-44,3_High,7,Lives alone
Germany,Lower Bavaria,15,20,1,8,20,16,8,12.571428571428571,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Rural,No,Yes,No,No,Well,Confident or less confident,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,No,No,5.0,Somewhat unlikely,Yes,No,0,0,0,1,0,0,0,1,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,36.0,30-44,3_High,9,Couple with children
Germany,Koblenz,16,6,6,16,9,8,8,9.857142857142858,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,"Yes, once","Yes, once",No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,0,0,0,1,0,0,0,1,4.6,5.7,11.2,1876818.0,50245.15,1805.27,30.22,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,No,No,50.0,45-59,3_High,7,Couple with children
Germany,Upper Bavaria,8,12,6,2,6,1,2,5.285714285714286,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,No,5.0,Likely,Yes,Not sure,0,0,0,0,0,0,0,0,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,No,No,36.0,30-44,3_High,9,"Couple, no children"
Germany,Lower Bavaria,1,3,1,3,12,12,1,4.714285714285714,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,Yes,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,1,0,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,Yes,Another person is in charge of reading and/or paying the energy bill.,No,No,24.0,18-29,3_High,9,"Couple, no children"
Germany,Bremen,4,8,10,3,8,5,6,6.285714285714286,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,1,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Terraced house – a house that is part of a row of houses joined together,2001-2010,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,1,0,1,1,0,0,0,3,4.6,5.7,11.2,1876818.0,21115.27,1777.36,13.52,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,43.0,30-44,3_High,8,Single parent
Portugal,Norte,20,20,20,3,9,4,2,11.142857142857142,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,Yes,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,"Yes, once","Yes, once",No,No,No,I don't know,5.0,Somewhat unlikely,No,No,0,1,1,1,1,0,1,5,3.6,15.6,6.3,166851.3,51301.77,1038.89,227.41,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,27.0,18-29,3_High,2,"Couple, no children"
Portugal,Lisbon Metropolitan Area,5,5,5,8,8,10,5,6.571428571428571,1,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,No,I don't know,5.0,Very likely,No,Yes,0,0,1,0,1,0,0,2,3.6,15.6,6.3,166851.3,42468.37,446.16,91.69,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,37.0,30-44,3_High,2,Couple with children
Germany,Weser-Ems,9,15,9,9,9,2,1,7.714285714285714,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Rural,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Not sure,Not applicable,0,0,0,0,1,0,0,1,4.6,5.7,11.2,1876818.0,83704.01,1729.38,11.01,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,No,38.0,30-44,2_Medium,7,Couple with children
Spain,Community of Madrid,1,4,4,1,4,9,1,3.4285714285714284,1,Woman or Non-binary,Primary or Secondary education,"Attending school, university, or other educational/training programmes",3,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,0,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,Yes,Not applicable,3.0,Not applicable,No,Not applicable,1,1,0,0,1,0,0,3,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,No,Yes,21.0,18-29,3_High,3,Other shared
Spain,Aragon,25,25,9,12,6,20,12,15.571428571428571,5,Man,Further education or training after school (not university),Unemployed (actively seeking work or available to start work),4,Urban,No,Yes,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,0,0,1,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,No,4.0,Somewhat unlikely,Not sure,No,0,1,0,0,0,0,0,1,9.2,15.9,7.2,793600.0,29248.5,1270.92,297.18,580422.275,5.6424,No/Non-religious,Not very confident — I often need help or support,No,Yes,24.0,18-29,2_Medium,4,Multi-generational / extended
Germany,Berlin,12,16,9,12,16,4,1,10.0,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,0,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,Yes,Not applicable,5.0,Not applicable,No,Not applicable,1,0,1,0,1,0,0,3,4.6,5.7,11.2,1876818.0,122677.83,1750.33,24.56,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,No,No,30.0,30-44,3_High,6,Other shared
Spain,Catalonia,20,20,1,9,16,20,1,12.428571428571429,4,Woman or Non-binary,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,Yes,Yes,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,0,0,0,0,0,1,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,0,1,0,0,1,0,0,2,9.2,15.9,7.2,793600.0,186166.0,1078.88,341.51,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,No,Yes,31.0,30-44,2_Medium,5,Multi-generational / extended
Germany,Brandenburg,16,16,16,16,25,25,9,17.571428571428573,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,Yes,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,I don't know,No,5.0,Very likely,No,Yes,0,1,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,74507.03,1875.22,14.89,2215295.198,6.9347,Yes,Very confident — I can understand it easily,No,No,31.0,30-44,2_Medium,4,"Couple, no children"
Spain,Castile and León,12,12,20,3,8,5,5,9.285714285714286,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,0,0,1,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,1,1,0,1,0,0,0,3,9.2,15.9,7.2,793600.0,982455.0,1049.85,386.85,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,25.0,18-29,3_High,4,Multi-generational / extended
Spain,Andalusia,20,25,25,3,12,20,10,16.428571428571427,5,Woman or Non-binary,Further education or training after school (not university),Other,2,Urban,Yes,Yes,Yes,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,0,0,0,0,1,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,Yes,Not applicable,5.0,Not applicable,No,Not applicable,1,1,1,1,1,0,1,6,9.2,15.9,7.2,793600.0,132060.5,650.85,612.19,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,No,No,31.0,30-44,2_Medium,2,Other shared
Portugal,Lisbon Metropolitan Area,20,20,20,25,20,16,20,20.142857142857142,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,1,1,1,0,1,1,1,6,3.6,15.6,6.3,166851.3,42468.37,446.16,91.69,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,28.0,18-29,1_Low,4,"Couple, no children"
Germany,Koblenz,9,9,4,9,4,20,25,11.428571428571429,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,Yes,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Detached house – a house that stands alone and is not joined to any other,2001-2010,No,No,No,No,Yes,Not applicable,2.0,Not applicable,Not sure,Not applicable,0,0,0,1,0,0,0,1,4.6,5.7,11.2,1876818.0,50245.15,1805.27,30.22,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,No,Yes,39.0,30-44,3_High,9,"Couple, no children"
Germany,Gießen,25,25,9,25,1,9,9,14.714285714285714,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Detached house – a house that stands alone and is not joined to any other,2011-2015,No,No,No,No,No,No,3.0,Somewhat likely,No,No,0,0,0,0,0,0,0,0,4.6,5.7,11.2,1876818.0,33327.91,1940.26,19.55,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,Yes,No,43.0,30-44,3_High,9,Couple with children
Germany,Leipzig,12,20,3,4,4,2,8,7.571428571428571,2,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Rural,No,No,Yes,No,Well,Confident or less confident,Citizen of this country,0,0,0,0,1,0,1,0,I own the house or flat where I live and I am paying it with a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,No,No,No,No,No,No,5.0,Likely,Yes,No,0,1,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,30298.17,1855.38,19.36,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,41.0,30-44,1_Low,5,Multi-generational / extended
Germany,Gießen,16,25,8,1,1,16,4,10.142857142857142,3,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Detached house – a house that stands alone and is not joined to any other,2011-2015,No,No,No,No,No,Yes,4.0,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,4.6,5.7,11.2,1876818.0,33327.91,1940.26,19.55,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,Yes,No,43.0,30-44,3_High,9,Couple with children
Germany,Berlin,9,6,16,16,16,1,1,9.285714285714286,2,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)",Terraced house – a house that is part of a row of houses joined together,1961-1980,No,No,No,No,Yes,Not applicable,5.0,Not applicable,No,Not applicable,0,0,0,1,0,0,0,1,4.6,5.7,11.2,1876818.0,122677.83,1750.33,24.56,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,29.0,18-29,3_High,9,Multi-generational / extended
Germany,Stuttgart,16,9,4,8,8,16,4,9.285714285714286,2,Woman or Non-binary,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Semi-detached house – a house joined to one other house,1981-2000,No,No,No,No,No,Yes,4.0,Not applicable,No,Not applicable,0,1,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,167717.96,1921.95,31.71,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,54.0,45-59,3_High,7,Couple with children
Italy,Emilia-Romagna,16,16,9,8,12,4,12,11.0,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,No,No,3.0,Likely,Yes,No,0,1,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,131258.7,1166.93,256.8,1155020.242,8.7008,No/Non-religious,Very confident — I can understand it easily,Yes,No,36.0,30-44,2_Medium,7,Single parent
