country,region,hazard_elec_bill,hazard_heat_cool,hazard_bill_struggle,hazard_house_value,hazard_miss_savings,hazard_tax_fines,hazard_power_cuts,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,housing_situation,home_type,dwelling_year,rent_arrears,utility_arrears,housing_support,energy_support,energy_improvements,plans_energy_improvements,solar_perception,solar_install_likelihood,can_cover_solar_cost,aware_gov_programmes,issue_poor_insulation,issue_damp_mold,issue_inadequate_heating,issue_high_energy_bills,issue_limited_light,issue_leaking_roof,issue_rotten_frames,home_problems_count,macro_utility_arrears_pct,macro_cold_home_pct,macro_cost_overburden_rate,macro_consumption_expenditure,macro_disposable_income_pps,macro_heating_degree_days,macro_cooling_degree_days,macro_energy_consumption_tj,macro_electricity_consumption,religious_minority,bill_confidence,is_native_born,speaks_national_language,age,age_group,housing_cost_band,income_band,household_type
Ireland,Northern and Western,9,9,4,9,9,4,4,6.857142857142857,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,Yes,Not applicable,3.0,Not applicable,No,Not applicable,0,0,0,0,0,0,0,0,8.8,4.5,5.3,136200.1,26523.71,1818.53,0.0,106480.447,9.8217,Yes,Confident — I can understand it with some help,No,No,27.0,18-29,3_High,5,"Couple, no children"
Spain,Andalusia,25,25,25,8,25,25,25,22.571428571428573,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Fulfilling domestic tasks and/or caring for children or dependent persons,5,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,1,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,1,1,1,1,0,1,0,5,9.2,15.9,7.2,793600.0,132060.5,650.85,612.19,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,No,No,44.0,30-44,2_Medium,3,Couple with children
Ireland,Northern and Western,25,25,25,25,16,25,25,23.714285714285715,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Fulfilling domestic tasks and/or caring for children or dependent persons,3,Rural,Yes,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,0,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)",Detached house – a house that stands alone and is not joined to any other,1945-1960,No,No,Yes,Yes,No,I don't know,5.0,Not sure,No,Yes,1,1,1,1,0,1,1,6,8.8,4.5,5.3,136200.1,26523.71,1818.53,0.0,106480.447,9.8217,No/Non-religious,Not at all confident — I find it very difficult to understand my energy bill.,No,Yes,51.0,45-59,1_Low,2,Other shared
Spain,Aragon,20,9,9,3,16,4,1,8.857142857142858,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,1,1,0,1,1,0,0,4,9.2,15.9,7.2,793600.0,29248.5,1270.92,297.18,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,39.0,30-44,2_Medium,5,Couple with children
Ireland,Eastern and Midland,15,15,9,5,5,12,5,9.428571428571429,2,Man,Primary or Secondary education,Unemployed (actively seeking work or available to start work),2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,0,1,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,2001-2010,No,No,No,No,No,I don't know,5.0,Unlikely,Not sure,Not sure,1,0,1,1,1,0,0,4,8.8,4.5,5.3,136200.1,97879.17,1820.78,0.0,106480.447,9.8217,No/Non-religious,Confident — I can understand it with some help,No,No,45.0,45-59,3_High,4,Single parent
Ireland,Eastern and Midland,25,25,25,25,25,25,25,25.0,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,Yes,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,0,0,0,1,"I live here without paying rent (for example, staying with relatives or friends)",Detached house – a house that stands alone and is not joined to any other,Before 1945,"Yes, twice or more","Yes, twice or more",No,Yes,No,Yes,5.0,Not applicable,No,Not applicable,1,1,1,1,0,1,1,6,8.8,4.5,5.3,136200.1,97879.17,1820.78,0.0,106480.447,9.8217,No/Non-religious,Very confident — I can understand it easily,No,Yes,59.0,45-59,1_Low,2,Other shared
Italy,Lombardy,10,10,1,4,10,1,1,5.285714285714286,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,Yes,Prefer not to say,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,0,1,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,322158.3,1471.71,214.79,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,No,30.0,30-44,3_High,9,"Couple, no children"
Italy,Lombardy,16,16,1,6,12,1,1,7.571428571428571,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1945-1960,No,No,No,No,No,I don't know,3.0,Unlikely,Yes,Yes,0,0,0,1,0,0,0,1,5.9,8.6,5.0,1257106.0,322158.3,1471.71,214.79,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,53.0,45-59,1_Low,3,"Couple, no children"
Spain,Community of Madrid,16,16,10,6,9,20,8,12.142857142857142,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,Yes,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,Yes,Not applicable,3.0,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,25.0,18-29,2_Medium,3,"Couple, no children"
Italy,Lazio,25,25,25,15,9,12,20,18.714285714285715,5,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Rural,No,No,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,1,0,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)",Detached house – a house that stands alone and is not joined to any other,1981-2000,No,No,No,No,No,No,3.0,Somewhat unlikely,Not sure,Yes,1,1,1,1,0,0,0,4,5.9,8.6,5.0,1257106.0,150307.6,798.71,361.74,1155020.242,8.7008,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,46.0,45-59,2_Medium,1,Lives alone
Spain,Community of Madrid,20,25,2,1,6,4,1,8.428571428571429,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,No,No,5.0,Somewhat likely,Yes,Yes,0,0,0,1,0,0,0,1,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,No,25.0,18-29,2_Medium,3,"Couple, no children"
Spain,Castile-La Mancha,16,6,16,9,12,20,9,12.571428571428571,4,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,Yes,No,No,Well,Confident or less confident,Citizen of this country,0,1,0,1,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Terraced house – a house that is part of a row of houses joined together,2001-2010,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Not sure,Not applicable,1,0,1,1,0,0,0,3,9.2,15.9,7.2,793600.0,35454.2,1104.84,509.34,580422.275,5.6424,Yes,Confident — I can understand it with some help,Yes,Yes,60.0,60+,1_Low,4,Couple with children
Spain,Community of Madrid,25,20,9,4,6,16,12,13.142857142857142,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,1,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,Yes,Not applicable,4.0,Not applicable,No,Not applicable,0,0,0,1,0,0,0,1,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,27.0,18-29,3_High,4,Multi-generational / extended
Germany,Berlin,25,25,25,1,25,15,5,17.285714285714285,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,Yes,No,Yes,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,Yes,5.0,Not applicable,No,Not applicable,1,0,0,0,1,0,0,2,4.6,5.7,11.2,1876818.0,122677.83,1750.33,24.56,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,No,No,43.0,30-44,2_Medium,3,Lives alone
Germany,Mecklenburg-Vorpommern,6,12,2,1,9,2,6,5.428571428571429,1,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,Yes,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,0,0,1,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,Yes,No,I don't know,4.0,Very likely,No,No,1,1,0,0,0,0,0,2,4.6,5.7,11.2,1876818.0,42247.43,1909.55,8.739999999999998,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,30.0,30-44,3_High,4,Multi-generational / extended
Spain,Andalusia,20,20,1,1,1,1,1,6.428571428571429,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,Yes,Not applicable,2.0,Not applicable,No,Not applicable,0,0,0,0,0,1,0,1,9.2,15.9,7.2,793600.0,132060.5,650.85,612.19,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,28.0,18-29,1_Low,3,Multi-generational / extended
Spain,Catalonia,16,16,12,1,12,12,1,10.0,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,Yes,5.0,Not applicable,Not sure,Not applicable,1,1,0,0,1,0,0,3,9.2,15.9,7.2,793600.0,186166.0,1078.88,341.51,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,No,Yes,32.0,30-44,2_Medium,4,"Couple, no children"
Germany,Hannover,16,16,15,3,15,12,3,11.428571428571429,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",2,Urban,No,Yes,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,Yes,Yes,No,No,5.0,Unlikely,No,Not sure,1,0,1,1,0,0,0,3,4.6,5.7,11.2,1876818.0,71168.44,1758.37,19.02,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,28.0,18-29,2_Medium,2,"Couple, no children"
Germany,Karlsruhe,10,10,1,1,10,1,1,4.857142857142857,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,1,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Detached house – a house that stands alone and is not joined to any other,1961-1980,No,No,No,No,No,Yes,2.0,Not applicable,Not sure,Not applicable,0,1,0,1,0,0,0,2,4.6,5.7,11.2,1876818.0,106148.97,1828.77,45.16,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,No,No,30.0,30-44,3_High,5,Couple with children
Spain,Community of Madrid,12,9,1,16,25,9,4,10.857142857142858,3,Man,Further education or training after school (not university),Other,2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,No,Yes,26.0,18-29,1_Low,6,"Couple, no children"
Portugal,Algarve,12,6,8,6,4,8,5,7.0,1,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2011-2015,No,No,No,No,No,Yes,3.0,Not applicable,Yes,Not applicable,0,1,0,0,0,0,0,1,3.6,15.6,6.3,166851.3,8654.77,458.96,285.54,128035.143,4.653,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,48.0,45-59,2_Medium,4,Couple with children
Spain,Galicia,12,16,4,12,16,4,6,10.0,3,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,1,1,0,0,0,0,0,2,9.2,15.9,7.2,793600.0,49230.2,1111.35,78.06,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,39.0,30-44,1_Low,3,Lives alone
Portugal,Centre,6,16,1,9,9,9,3,7.571428571428571,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,Yes,No,No,Yes,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,1,0,1,0,0,0,0,2,3.6,15.6,6.3,166851.3,23583.85,853.61,285.82,128035.143,4.653,Yes,Very confident — I can understand it easily,No,No,37.0,30-44,2_Medium,3,Couple with children
Portugal,Lisbon Metropolitan Area,25,25,25,8,15,25,16,19.857142857142858,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,Yes,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,"Yes, twice or more","Yes, twice or more",No,No,I don't know,No,5.0,Somewhat likely,Not sure,No,1,1,0,1,0,0,0,3,3.6,15.6,6.3,166851.3,42468.37,446.16,91.69,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,33.0,30-44,3_High,2,"Couple, no children"
Spain,Catalonia,25,25,25,3,15,25,25,20.428571428571427,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",6,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,1,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,"Yes, twice or more",No,No,No,Yes,5.0,Not applicable,Not sure,Not applicable,0,0,0,1,0,0,0,1,9.2,15.9,7.2,793600.0,186166.0,1078.88,341.51,580422.275,5.6424,No/Non-religious,Not very confident — I often need help or support,No,No,50.0,45-59,3_High,3,Single parent
Spain,Galicia,25,20,16,20,20,25,25,21.571428571428573,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,"Yes, once",Yes,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,0,0,1,0,0,0,1,9.2,15.9,7.2,793600.0,49230.2,1111.35,78.06,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,No,No,35.0,30-44,2_Medium,5,"Couple, no children"
Spain,Community of Madrid,12,9,12,4,4,9,4,7.714285714285714,2,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,Yes,Yes,Not applicable,2.0,Not applicable,Not sure,Not applicable,1,0,0,1,1,0,0,3,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,48.0,45-59,3_High,4,Other shared
Germany,Weser-Ems,20,20,10,8,9,12,10,12.714285714285714,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,0,0,0,0,1,0,0,1,4.6,5.7,11.2,1876818.0,83704.01,1729.38,11.01,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,40.0,30-44,3_High,7,"Couple, no children"
Germany,Upper Bavaria,20,20,9,2,12,16,6,12.142857142857142,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,Yes,No,Yes,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,No,No,3.0,Likely,Not sure,Not sure,0,1,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Another person is in charge of reading and/or paying the energy bill.,No,No,30.0,30-44,3_High,3,"Couple, no children"
Spain,Castile and León,8,12,4,16,16,9,4,9.857142857142858,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,1,0,1,1,0,0,0,3,9.2,15.9,7.2,793600.0,982455.0,1049.85,386.85,580422.275,5.6424,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,46.0,45-59,1_Low,8,Couple with children
Germany,Stuttgart,20,16,20,16,9,4,8,13.285714285714286,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,Yes,I don't know,No,5.0,Very likely,No,No,0,1,0,0,1,0,0,2,4.6,5.7,11.2,1876818.0,167717.96,1921.95,31.71,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,No,No,35.0,30-44,3_High,6,"Couple, no children"
Germany,Leipzig,6,12,10,3,6,2,10,7.0,1,Man,Primary or Secondary education,"Attending school, university, or other educational/training programmes",1,Urban,No,No,No,No,Well,Confident or less confident,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,No,5.0,Not sure,Not sure,Yes,0,0,1,0,0,0,0,1,4.6,5.7,11.2,1876818.0,30298.17,1855.38,19.36,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,24.0,18-29,1_Low,1,Lives alone
Portugal,Lisbon Metropolitan Area,12,8,16,1,9,9,9,9.142857142857142,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,Yes,No,No,3.0,Unlikely,Not sure,Yes,1,1,0,0,0,0,0,2,3.6,15.6,6.3,166851.3,42468.37,446.16,91.69,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,30.0,30-44,3_High,3,"Couple, no children"
Spain,Catalonia,16,12,9,16,16,25,6,14.285714285714286,4,Man,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",6,Urban,No,No,No,Yes,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,1,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,Yes,4.0,Not applicable,Yes,Not applicable,0,1,0,0,0,1,0,2,9.2,15.9,7.2,793600.0,186166.0,1078.88,341.51,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,No,19.0,18-29,3_High,5,Multi-generational / extended
Italy,Sardinia,20,25,12,8,1,2,15,11.857142857142858,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,Yes,No,Prefer not to say,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,No,No,3.0,Somewhat unlikely,No,Not sure,1,1,0,0,0,1,1,4,5.9,8.6,5.0,1257106.0,28698.6,601.4699999999999,423.04,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,47.0,45-59,1_Low,2,"Couple, no children"
Spain,Catalonia,25,25,16,6,20,25,20,19.571428571428573,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2,Urban,No,Yes,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,"Yes, twice or more","Yes, twice or more",No,No,Yes,Not applicable,5.0,Not applicable,No,Not applicable,1,0,1,1,0,0,1,4,9.2,15.9,7.2,793600.0,186166.0,1078.88,341.51,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,36.0,30-44,2_Medium,2,"Couple, no children"
Portugal,Lisbon Metropolitan Area,8,8,10,3,6,8,10,7.571428571428571,2,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,1,1,1,1,0,0,1,5,3.6,15.6,6.3,166851.3,42468.37,446.16,91.69,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,29.0,18-29,3_High,6,"Couple, no children"
