country,region,hazard_fuel_repair_cost,hazard_car_resale,hazard_tax_fines,hazard_zez_restriction,hazard_journey_complex,hazard_pollution_exposure,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,car_access,newest_car_fuel,planning_purchase,planned_car_type,ev_charging_better,aware_ev_programmes,ev_likelihood,transport_mode,need_car_for_job,travel_distance,travel_frequency,commute_1hr,public_transit_qual,use_more_if_lowemis,macro_modal_split_cars,macro_cant_afford_transport,macro_cars_per_1000,macro_alt_motor_energy,macro_cars_by_age,macro_new_cars_by_motor,macro_hh_expend_transport,macro_fuel_price,macro_road_transport_expend,religious_minority,is_native_born,speaks_national_language,newest_car_year_band,age,age_group,weekly_spend_band,income_band,household_type,ev_perception,num_cars
Spain,Andalusia,12,8,12,8,2,12,9.0,2,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,Yes,No,Mother tongue / Very well,Confident — I can do most tasks but sometimes need help,EU citizen from another country,0,1,0,0,0,0,0,0,Yes,Diesel,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Not sure,Very likely,"Car (private, company, leased car or taxi, car share)",Sometimes,Less than 1 km,Never I mostly work from home,"No, I am working/studying full-time from home and do not commute",Poor,"Yes, definitely",16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,No,2010-2019,39.0,30-44,2_Medium,3,"Couple, no children",5,1
Italy,Lazio,8,15,6,25,25,25,17.333333333333332,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Yes,Likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 5km and 15 km,Three or more days per week,Yes,Average,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,35.0,30-44,2_Medium,3,"Couple, no children",5,2
Italy,Lazio,12,6,3,1,1,9,5.333333333333333,1,Woman,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",4,Suburban,Prefer not to say,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,0,0,0,0,0,0,1,No,Not applicable,I am considering to buy a new car in the next 2 -3 years,Electric,Not applicable,No,Very likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,More than 15 km,Three or more days per week,No,Very poor,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,Prefer not to say,No,No,Not applicable,23.0,18-29,3_High,1,Other shared,5,0
Italy,Lombardy,25,9,9,1,1,2,7.833333333333333,1,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Hybrid (fuel and electric),I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Not sure,Very likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 5km and 15 km,Three or more days per week,Yes,Good,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,32.0,30-44,2_Medium,4,Multi-generational / extended,4,1
Italy,Emilia-Romagna,15,15,15,20,25,25,19.166666666666668,5,Woman,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,1,0,0,0,0,Yes,Hybrid (fuel and electric),I am considering to buy a new car in the next 2 -3 years,Electric,Not applicable,Yes,Very likely,"Car (private, company, leased car or taxi, car share)",Sometimes,More than 15 km,Three or more days per week,Yes,Poor,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,54.0,45-59,3_High,6,Single parent,4,1
Spain,Andalusia,15,25,25,25,25,12,21.166666666666668,5,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",5,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,1,0,0,0,0,0,Yes,Diesel,I am considering to buy a new car in the next 2 -3 years,Petrol,Maybe,No,Likely,"Car (private, company, leased car or taxi, car share)",Always,Between 5km and 15 km,Three or more days per week,Yes,Poor,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,No,pre-2010,44.0,30-44,3_High,3,Couple with children,4,1
Spain,La Rioja,12,10,8,12,8,16,11.0,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,Yes,Prefer not to say,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Hybrid (fuel and electric),I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Yes,Likely,Walking,Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Poor,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2020+,28.0,18-29,1_Low,5,Multi-generational / extended,4,1
Spain,Catalonia,20,6,15,5,5,25,12.666666666666666,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,Yes,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,1,0,0,0,0,0,Yes,Other or unknown,I am considering to buy a new car in the next 2 -3 years,Electric,Not applicable,Yes,Very unlikely,"Car (private, company, leased car or taxi, car share)",Always,More than 15 km,Three or more days per week,No,Very poor,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,No,2020+,46.0,45-59,1_Low,6,Lives alone,5,2
Spain,Valencian Community,16,6,4,1,1,1,4.833333333333333,1,Woman,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",4,Urban,Prefer not to say,No,No,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,0,0,0,1,Yes,Diesel,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Not sure,Likely,Walking,Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Very good,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2010-2019,19.0,18-29,1_Low,7,Other shared,4,2
Spain,Catalonia,15,3,20,20,20,20,16.333333333333332,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,0,0,0,0,0,0,1,No,Not applicable,I am considering to buy a new car in the next 2 -3 years,Petrol,"Yes, definitely",Not sure,Likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 5km and 15 km,Once per week,Yes,Very good,"Yes, definitely",16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,No,Not applicable,26.0,18-29,1_Low,3,Other shared,5,0
Spain,Andalusia,25,25,25,15,4,9,17.166666666666668,5,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,No,Not applicable,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Not sure,Somewhat unlikely,"Car (private, company, leased car or taxi, car share)",Always,Between 1 km and 5 km,Three or more days per week,Yes,Poor,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,Not applicable,38.0,30-44,3_High,5,Couple with children,3,0
Italy,Piedmont,8,6,9,2,10,16,8.5,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,No,Not applicable,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Yes,Somewhat likely,Moped or motorbike (including electric),Not applicable,Between 5km and 15 km,Three or more days per week,Yes,Good,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,Not applicable,33.0,30-44,1_Low,3,"Couple, no children",4,0
Italy,Marche,16,6,20,4,16,16,13.0,3,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,1,0,Yes,Hybrid (fuel and electric),I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,No,Somewhat unlikely,"Car (private, company, leased car or taxi, car share)",Always,More than 15 km,Three or more days per week,No,Average,Possibly,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,24.0,18-29,1_Low,4,Multi-generational / extended,3,3
Spain,Balearic Islands,12,9,6,3,1,2,5.5,1,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),Maybe,Yes,Somewhat likely,Bicycle (including electric bicycle or electric scooter),Not applicable,Less than 1 km,Three or more days per week,Yes,Good,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,No,2010-2019,54.0,45-59,2_Medium,4,Couple with children,3,2
Spain,Castile and León,25,12,20,15,16,15,17.166666666666668,5,Man,Primary or Secondary education,Unemployed (actively seeking work or available to start work),3,Rural,No,No,No,No,Not very well,Confident — I can do most tasks but sometimes need help,Citizen of this country,0,1,1,0,0,0,0,0,Yes,Diesel,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Not sure,Somewhat likely,"Car (private, company, leased car or taxi, car share)",Sometimes,Between 5km and 15 km,Three or more days per week,No,Average,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,No,2020+,32.0,30-44,3_High,2,Couple with children,3,1
Spain,Valencian Community,16,16,16,16,16,16,16.0,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Diesel,I am considering to buy a new car in the next 2 -3 years,I don't know,"Yes, definitely",Yes,Very likely,"Car (private, company, leased car or taxi, car share)",Sometimes,Between 5km and 15 km,Three or more days per week,Yes,Good,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2010-2019,29.0,18-29,2_Medium,3,Multi-generational / extended,5,2
Italy,Sardinia,20,1,20,16,9,16,13.666666666666666,3,Man,Primary or Secondary education,Other,3,Rural,No,No,No,No,Not very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,1,0,0,Yes,Petrol,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Yes,Somewhat likely,"Car (private, company, leased car or taxi, car share)",Sometimes,Between 5km and 15 km,Never I mostly work from home,"No, I am working/studying full-time from home and do not commute",Poor,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,pre-2010,36.0,30-44,2_Medium,2,Multi-generational / extended,3,1
Italy,Piedmont,12,15,6,15,8,6,10.333333333333334,2,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,1,0,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Yes,Likely,"Car (private, company, leased car or taxi, car share)",Sometimes,More than 15 km,Three or more days per week,No,Average,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2010-2019,50.0,45-59,3_High,7,Couple with children,4,2
Spain,Extremadura,5,20,5,5,5,5,7.5,1,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,1,0,0,0,0,0,Yes,Diesel,I am considering to buy a new car in the next 2 -3 years,Electric,Not applicable,Not sure,Very likely,"Car (private, company, leased car or taxi, car share)",Sometimes,Between 5km and 15 km,Three or more days per week,Yes,Average,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,No,2010-2019,35.0,30-44,3_High,4,Single parent,5,1
Spain,Andalusia,20,12,20,15,12,10,14.833333333333334,4,Woman,Primary or Secondary education,"Attending school, university, or other educational/training programmes",2,Urban,No,No,No,Prefer not to say,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Diesel,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,No,Somewhat likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 1 km and 5 km,Never I mostly work from home,Yes,Poor,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,Prefer not to say,Yes,No,2020+,19.0,18-29,1_Low,2,Multi-generational / extended,4,2
Spain,Andalusia,15,25,20,20,20,12,18.666666666666668,5,Non-binary,Further education or training after school (not university),Unemployed (actively seeking work or available to start work),2,Urban,Yes,Yes,Yes,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,0,0,0,0,0,0,1,No,Not applicable,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Not sure,Unlikely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Less than 1 km,Never I mostly work from home,"No, I am working/studying full-time from home and do not commute",Good,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,No,Not applicable,31.0,30-44,1_Low,1,Other shared,5,0
Spain,Andalusia,25,10,25,25,4,9,16.333333333333332,4,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Diesel,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Not sure,Very unlikely,Walking,Not applicable,Less than 1 km,Never I mostly work from home,Yes,Average,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,pre-2010,33.0,30-44,2_Medium,1,Multi-generational / extended,2,1
Italy,Friuli-Venezia Giulia,20,12,16,4,9,4,10.833333333333334,2,Man,Primary or Secondary education,Other,2,Rural,No,No,No,No,Mother tongue / Very well,Confident — I can do most tasks but sometimes need help,Citizen of this country,0,1,0,0,0,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Yes,Likely,"Car (private, company, leased car or taxi, car share)",Never,Between 5km and 15 km,Three or more days per week,No,Average,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,Prefer not to say,No,Yes,2010-2019,68.0,60+,3_High,3,"Couple, no children",5,1
Italy,Lazio,9,12,15,20,20,20,16.0,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,Yes,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Yes,Very likely,Bicycle (including electric bicycle or electric scooter),Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Average,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,37.0,30-44,3_High,6,Multi-generational / extended,5,2
Italy,Campania,25,3,15,16,25,25,18.166666666666668,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",4,Urban,No,No,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Diesel,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Yes,Somewhat likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Average,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,22.0,18-29,1_Low,3,Multi-generational / extended,4,2
Italy,Liguria,4,9,4,9,4,9,6.5,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Rural,No,No,No,No,Not very well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,Petrol,Maybe,Not sure,Somewhat likely,"Car (private, company, leased car or taxi, car share)",Sometimes,Between 5km and 15 km,Three or more days per week,No,Very poor,Possibly,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,Yes,Yes,Yes,pre-2010,57.0,45-59,2_Medium,2,Lives alone,3,1
Spain,Catalonia,25,16,25,25,16,16,20.5,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,Yes,No,No,Yes,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,1,0,1,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Yes,Likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Very good,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,Prefer not to say,Yes,No,pre-2010,27.0,18-29,1_Low,6,Single parent,4,1
Spain,Navarre,20,8,16,15,20,25,17.333333333333332,5,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,Petrol,Maybe,Yes,Somewhat likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 5km and 15 km,Three or more days per week,Yes,Good,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2010-2019,32.0,30-44,1_Low,3,Multi-generational / extended,4,1
Italy,Lazio,25,25,25,25,20,25,24.166666666666668,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,Yes,Hybrid (fuel and electric),I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Not sure,Likely,Walking,Not applicable,Between 1 km and 5 km,Never I mostly work from home,Yes,Average,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,39.0,30-44,2_Medium,4,Couple with children,5,2
Italy,Veneto,25,20,16,20,25,9,19.166666666666668,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,Yes,Other or unknown,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Not sure,Likely,"Car (private, company, leased car or taxi, car share)",Always,Between 5km and 15 km,Once per week,No,Poor,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2010-2019,34.0,30-44,3_High,3,"Couple, no children",4,4
Spain,Asturias,9,9,9,9,9,9,9.0,2,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,Yes,Diesel,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Not sure,Not sure,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Average,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2010-2019,47.0,45-59,1_Low,5,"Couple, no children",2,1
Spain,Catalonia,25,12,20,16,12,20,17.5,5,Woman,Further education or training after school (not university),Unemployed (actively seeking work or available to start work),3,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Petrol,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Not sure,Likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,More than 15 km,Three or more days per week,No,Average,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,No,2010-2019,24.0,18-29,1_Low,3,Multi-generational / extended,4,1
Spain,Andalusia,9,4,12,12,9,20,11.0,2,Woman,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,1,0,0,0,0,0,0,Yes,Petrol,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,No,Somewhat unlikely,"Car (private, company, leased car or taxi, car share)",Sometimes,Between 5km and 15 km,Never I mostly work from home,"No, I am working/studying full-time from home and do not commute",Very poor,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,No,2020+,38.0,30-44,3_High,5,"Couple, no children",3,1
Italy,Veneto,16,25,12,9,9,12,13.833333333333334,3,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),3,Urban,No,No,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,No,Not applicable,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Yes,Very likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 5km and 15 km,Never I mostly work from home,"No, I am working/studying full-time from home and do not commute",Average,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,No,No,Not applicable,30.0,30-44,1_Low,2,"Couple, no children",5,0
Spain,Castile-La Mancha,8,3,4,2,4,2,3.8333333333333335,1,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,No,Not applicable,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Not sure,Very likely,Walking,Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Good,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,Yes,Not applicable,31.0,30-44,1_Low,2,"Couple, no children",4,0
Spain,Community of Madrid,4,1,1,4,4,4,3.0,1,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,Yes,No,No,Well,Confident — I can do most tasks but sometimes need help,Citizen of this country,1,0,0,0,0,0,0,0,No,Not applicable,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Not sure,Very unlikely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 1 km and 5 km,Never I mostly work from home,"No, I am working/studying full-time from home and do not commute",Good,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,Not applicable,50.0,45-59,1_Low,2,Lives alone,2,0
Italy,Campania,9,4,12,4,4,12,7.5,1,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3,Suburban,No,No,Yes,Prefer not to say,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Diesel,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,No,Likely,Moped or motorbike (including electric),Not applicable,More than 15 km,Never I mostly work from home,Yes,Average,Possibly,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2010-2019,24.0,18-29,1_Low,4,Multi-generational / extended,3,2
Spain,Community of Madrid,5,25,5,15,15,1,11.0,2,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Suburban,No,No,No,Yes,Mother tongue / Very well,Confident — I can do most tasks but sometimes need help,Non-EU citizen,1,0,0,0,0,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,Petrol,No difference,Not sure,Very unlikely,"Car (private, company, leased car or taxi, car share)",Never,Between 1 km and 5 km,Never I mostly work from home,"No, I am working/studying full-time from home and do not commute",Average,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,Yes,No,No,2010-2019,64.0,60+,1_Low,3,Lives alone,1,1
Spain,Andalusia,1,1,6,2,1,1,2.0,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2,Suburban,No,No,No,Prefer not to say,Well,Confident — I can do most tasks but sometimes need help,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Diesel,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Yes,Very unlikely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 1 km and 5 km,Never I mostly work from home,"No, I am working/studying full-time from home and do not commute",Average,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2010-2019,23.0,18-29,2_Medium,4,Multi-generational / extended,1,2
