country,region,hazard_fuel_repair_cost,hazard_car_resale,hazard_tax_fines,hazard_zez_restriction,hazard_journey_complex,hazard_pollution_exposure,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,car_access,newest_car_fuel,planning_purchase,planned_car_type,ev_charging_better,aware_ev_programmes,ev_likelihood,transport_mode,need_car_for_job,travel_distance,travel_frequency,commute_1hr,public_transit_qual,use_more_if_lowemis,macro_modal_split_cars,macro_cant_afford_transport,macro_cars_per_1000,macro_alt_motor_energy,macro_cars_by_age,macro_new_cars_by_motor,macro_hh_expend_transport,macro_fuel_price,macro_road_transport_expend,religious_minority,is_native_born,speaks_national_language,newest_car_year_band,age,age_group,weekly_spend_band,income_band,household_type,ev_perception,num_cars
Spain,Basque Country,5,12,4,15,8,3,7.833333333333333,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,Petrol,No difference,Yes,Somewhat unlikely,"Car (private, company, leased car or taxi, car share)",Always,Between 5km and 15 km,Three or more days per week,Yes,Average,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2020+,49.0,45-59,2_Medium,8,Couple with children,2,2
Spain,Canary Islands,20,20,25,20,20,20,20.833333333333332,5,Woman,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,1,0,0,0,0,0,0,0,Yes,Petrol,I am considering to buy a new car in the next 2 -3 years,I don't know,Maybe,Yes,Somewhat likely,"Car (private, company, leased car or taxi, car share)",Always,Between 1 km and 5 km,Once per week,No,Very poor,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,No,2010-2019,50.0,45-59,3_High,3,Lives alone,4,1
Spain,Andalusia,6,8,6,12,12,16,10.0,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,Yes,Petrol,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Yes,Somewhat likely,"Car (private, company, leased car or taxi, car share)",Sometimes,Between 5km and 15 km,Never I mostly work from home,"No, I am working/studying full-time from home and do not commute",Poor,"Yes, definitely",16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2020+,28.0,18-29,2_Medium,6,"Couple, no children",4,3
Italy,Lazio,16,8,6,25,25,9,14.833333333333334,4,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",4,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,1,0,Yes,Diesel,I am considering to buy a new car in the next 2 -3 years,I don't know,No difference,Yes,Somewhat unlikely,"Car (private, company, leased car or taxi, car share)",Sometimes,More than 15 km,Three or more days per week,No,Average,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,pre-2010,23.0,18-29,3_High,4,Multi-generational / extended,2,2
Spain,Andalusia,15,8,20,20,16,15,15.666666666666666,4,Woman,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",2,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,No,Not applicable,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Yes,Likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Average,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,Not applicable,27.0,18-29,1_Low,1,Multi-generational / extended,4,0
Italy,Tuscany,9,9,9,9,9,9,9.0,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3,Urban,Yes,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Petrol,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Not sure,Somewhat likely,Walking,Not applicable,Less than 1 km,Three or more days per week,Yes,Good,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2010-2019,27.0,18-29,1_Low,5,Multi-generational / extended,4,1
Italy,Tuscany,20,12,20,20,12,20,17.333333333333332,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,Yes,Diesel,I am considering to buy a new car in the next 2 -3 years,Diesel,"Yes, definitely",Yes,Somewhat unlikely,"Car (private, company, leased car or taxi, car share)",Sometimes,More than 15 km,Three or more days per week,No,Average,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,53.0,45-59,3_High,7,Couple with children,1,2
Italy,Friuli-Venezia Giulia,15,4,4,1,2,12,6.333333333333333,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Hybrid (fuel and electric),I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Not sure,Likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,More than 15 km,Three or more days per week,No,Good,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,23.0,18-29,2_Medium,6,Multi-generational / extended,3,2
Spain,Aragon,12,12,20,20,25,6,15.833333333333334,4,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,1,0,0,0,0,0,0,Yes,Diesel,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,No,Somewhat likely,"Car (private, company, leased car or taxi, car share)",Sometimes,Between 5km and 15 km,Never I mostly work from home,Yes,Good,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,No,2020+,28.0,18-29,1_Low,4,"Couple, no children",2,1
Spain,Andalusia,25,16,16,15,9,16,16.166666666666668,4,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,1,0,Yes,Hybrid (fuel and electric),I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Yes,Likely,"Car (private, company, leased car or taxi, car share)",Sometimes,Between 5km and 15 km,Three or more days per week,No,Poor,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2020+,24.0,18-29,3_High,6,"Couple, no children",4,2
Spain,Community of Madrid,3,6,16,15,12,1,8.833333333333334,2,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,Prefer not to say,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,Yes,Hybrid (fuel and electric),I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Yes,Very unlikely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,More than 15 km,Three or more days per week,Yes,Very poor,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,No,2010-2019,35.0,30-44,1_Low,7,Couple with children,1,2
Spain,Catalonia,3,3,4,4,3,12,4.833333333333333,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,1,0,0,0,0,0,0,No,Not applicable,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),Maybe,Yes,Unlikely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,More than 15 km,Once per week,Yes,Average,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,No,Not applicable,34.0,30-44,1_Low,9,"Couple, no children",3,0
Spain,Catalonia,25,25,10,10,10,10,15.0,4,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,Prefer not to say,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,Yes,Hybrid (fuel and electric),I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Yes,Somewhat unlikely,"Car (private, company, leased car or taxi, car share)",Always,Between 5km and 15 km,Three or more days per week,No,Average,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2020+,29.0,18-29,2_Medium,9,Couple with children,3,2
Italy,Sicily,20,4,9,4,12,25,12.333333333333334,3,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Diesel,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Yes,Somewhat unlikely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 5km and 15 km,Three or more days per week,Yes,Average,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,25.0,18-29,2_Medium,1,Multi-generational / extended,3,1
Spain,Catalonia,12,4,12,15,12,6,10.166666666666666,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,0,0,0,0,0,0,0,0,Yes,Petrol,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Yes,Very unlikely,Walking,Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Average,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,No,2010-2019,31.0,30-44,1_Low,6,Other shared,5,2
Italy,Lombardy,15,3,5,25,9,25,13.666666666666666,3,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,Yes,Other or unknown,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),Maybe,Not sure,Very likely,"Car (private, company, leased car or taxi, car share)",Always,More than 15 km,Three or more days per week,Yes,Poor,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,43.0,30-44,2_Medium,9,Couple with children,5,2
Spain,Region of Murcia,16,8,20,25,12,15,16.0,4,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,Yes,No,Mother tongue / Very well,Confident — I can do most tasks but sometimes need help,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Petrol,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Not sure,Somewhat likely,"Car (private, company, leased car or taxi, car share)",Always,More than 15 km,Three or more days per week,No,Average,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2020+,24.0,18-29,1_Low,5,Multi-generational / extended,3,2
Italy,Lombardy,16,12,16,15,4,9,12.0,3,Woman,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",4,Rural,No,No,No,Prefer not to say,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,1,0,Yes,Diesel,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Yes,Somewhat unlikely,"Car (private, company, leased car or taxi, car share)",Sometimes,Between 1 km and 5 km,Three or more days per week,No,Average,Possibly,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,22.0,18-29,2_Medium,5,Multi-generational / extended,3,2
Italy,Lombardy,20,6,12,25,9,20,15.333333333333334,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",5,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,0,0,1,0,Yes,Hybrid (fuel and electric),I am considering to buy a new car in the next 2 -3 years,Electric,Not applicable,Yes,Very likely,"Car (private, company, leased car or taxi, car share)",Always,More than 15 km,Three or more days per week,No,Average,Possibly,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,31.0,30-44,3_High,8,Multi-generational / extended,5,4
Italy,Sicily,16,16,16,16,16,16,16.0,4,Woman,Primary or Secondary education,Unemployed (actively seeking work or available to start work),4,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Diesel,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,No,Likely,"Car (private, company, leased car or taxi, car share)",Always,Between 1 km and 5 km,Three or more days per week,No,Poor,Possibly,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2010-2019,33.0,30-44,2_Medium,2,Multi-generational / extended,4,3
Italy,Abruzzo,6,4,8,4,6,2,5.0,1,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,1,0,Yes,Petrol,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Yes,Very unlikely,Walking,Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Average,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2010-2019,29.0,18-29,1_Low,2,Multi-generational / extended,2,1
Italy,Piedmont,12,16,10,12,16,20,14.333333333333334,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",4,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,0,0,0,0,0,0,1,No,Not applicable,I am considering to buy a new car in the next 2 -3 years,Diesel,No difference,Not sure,Likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Very good,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,Yes,No,No,Not applicable,27.0,18-29,1_Low,1,Other shared,3,0
Italy,Lombardy,16,16,16,9,4,12,12.166666666666666,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,Yes,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,Yes,Hybrid (fuel and electric),I am considering to buy a new car in the next 2 -3 years,Electric,Not applicable,Yes,Likely,"Car (private, company, leased car or taxi, car share)",Never,More than 15 km,Three or more days per week,No,Poor,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,33.0,30-44,1_Low,7,Couple with children,4,3
Italy,Sicily,25,12,9,15,9,4,12.333333333333334,3,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Other or unknown,I am considering to buy a new car in the next 2 -3 years,I don't know,"Yes, definitely",No,Very likely,"Car (private, company, leased car or taxi, car share)",Always,Between 1 km and 5 km,Twice per week,Yes,Average,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2010-2019,31.0,30-44,1_Low,2,Multi-generational / extended,3,1
Italy,Friuli-Venezia Giulia,9,9,12,9,16,4,9.833333333333334,2,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Suburban,No,No,No,No,Well,Confident — I can do most tasks but sometimes need help,Citizen of this country,1,0,0,0,0,0,0,0,Yes,Petrol,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Not sure,Somewhat likely,Walking,Not applicable,Between 1 km and 5 km,Twice per week,Yes,Good,Possibly,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2010-2019,47.0,45-59,2_Medium,3,Lives alone,3,1
Spain,Balearic Islands,12,20,1,8,1,4,7.666666666666667,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,No,Not applicable,I am considering to buy a new car in the next 2 -3 years,Petrol,"Yes, definitely",Not sure,Very likely,"Car (private, company, leased car or taxi, car share)",Always,More than 15 km,Three or more days per week,No,Good,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,Not applicable,28.0,18-29,3_High,3,Multi-generational / extended,4,0
Spain,Community of Madrid,6,20,20,25,16,9,16.0,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,Yes,Diesel,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Yes,Likely,"Car (private, company, leased car or taxi, car share)",Sometimes,More than 15 km,Twice per week,No,Poor,Possibly,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2010-2019,36.0,30-44,2_Medium,5,Couple with children,3,1
Italy,Piedmont,20,8,9,12,6,6,10.166666666666666,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,Yes,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Hybrid (fuel and electric),I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Yes,Somewhat likely,"Car (private, company, leased car or taxi, car share)",Always,More than 15 km,Three or more days per week,No,Poor,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,28.0,18-29,1_Low,4,Multi-generational / extended,4,3
Spain,Galicia,20,2,1,1,12,25,10.166666666666666,2,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,Yes,Hybrid (fuel and electric),I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Yes,Somewhat unlikely,"Car (private, company, leased car or taxi, car share)",Always,Between 5km and 15 km,Three or more days per week,No,Very poor,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2020+,27.0,18-29,3_High,3,"Couple, no children",4,1
Italy,Tuscany,9,9,9,4,4,16,8.5,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,Yes,Petrol,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Yes,Very unlikely,Moped or motorbike (including electric),Not applicable,Between 5km and 15 km,Three or more days per week,Yes,Average,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2010-2019,27.0,18-29,2_Medium,2,"Couple, no children",1,2
Italy,Sicily,8,3,1,6,1,16,5.833333333333333,1,Man,Primary or Secondary education,"Attending school, university, or other educational/training programmes",5,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,0,0,0,1,Yes,Diesel,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),"Yes, definitely",Not sure,Very likely,"Car (private, company, leased car or taxi, car share)",Sometimes,More than 15 km,Three or more days per week,Yes,Average,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,26.0,18-29,2_Medium,3,Other shared,5,4
Spain,Catalonia,16,6,25,15,12,20,15.666666666666666,4,Woman,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",4,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,1,0,Yes,Petrol,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Yes,Likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,More than 15 km,Three or more days per week,No,Poor,"Yes, definitely",16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,No,2020+,19.0,18-29,1_Low,6,Multi-generational / extended,5,3
Italy,Apulia,8,12,10,10,8,12,10.0,2,Woman,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",4,Urban,No,No,Yes,No,Well,Confident — I can do most tasks but sometimes need help,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Diesel,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Not sure,Very unlikely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,More than 15 km,Three or more days per week,Yes,Good,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2010-2019,23.0,18-29,2_Medium,3,Multi-generational / extended,5,2
Spain,Andalusia,12,4,15,25,16,2,12.333333333333334,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,No,Not applicable,I am considering to buy a new car in the next 2 -3 years,Electric,Not applicable,Yes,Very likely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 5km and 15 km,Three or more days per week,Yes,Good,"Yes, definitely",16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,No,Yes,Not applicable,30.0,30-44,2_Medium,6,"Couple, no children",5,0
Spain,Canary Islands,2,2,4,16,9,4,6.166666666666667,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,Yes,Diesel,I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Yes,Somewhat likely,"Car (private, company, leased car or taxi, car share)",Always,More than 15 km,Three or more days per week,Yes,Poor,No difference,16.1,2.9,544,5,26700972,1067172,13.0,1528.212325,14672504154,No/Non-religious,Yes,Yes,2010-2019,28.0,18-29,1_Low,4,"Couple, no children",3,2
Italy,Sicily,9,9,6,6,6,6,7.0,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Suburban,No,No,No,No,Mother tongue / Very well,Confident — I can do most tasks but sometimes need help,Citizen of this country,1,0,0,0,0,0,0,0,No,Not applicable,I am considering to buy a new car in the next 2 -3 years,I don't know,Maybe,Not sure,Likely,Moped or motorbike (including electric),Not applicable,Between 1 km and 5 km,Three or more days per week,Yes,Average,Possibly,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,Not applicable,39.0,30-44,1_Low,2,Lives alone,4,0
Italy,Lombardy,6,12,2,16,1,8,7.5,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",4,Urban,No,Yes,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,1,0,1,0,0,0,Yes,Other or unknown,I cannot afford a new car in the next 2-3 years,Not applicable,Not applicable,Yes,Somewhat unlikely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 5km and 15 km,Three or more days per week,Yes,Very good,No difference,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,24.0,18-29,2_Medium,4,Single parent,3,3
Italy,Campania,4,25,20,12,20,16,16.166666666666668,4,Woman,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Well,Confident — I can do most tasks but sometimes need help,Citizen of this country,0,0,1,0,0,0,0,0,Yes,Diesel,I am considering to buy a new car in the next 2 -3 years,Hybrid (fuel and electric),Maybe,No,Very likely,"Car (private, company, leased car or taxi, car share)",Always,Between 1 km and 5 km,Once per week,Yes,Average,Possibly,16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,42.0,30-44,3_High,2,Single parent,4,1
Italy,Basilicata,16,8,10,4,8,20,11.0,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Rural,No,No,No,No,Well,Confident — I can do most tasks but sometimes need help,Citizen of this country,0,0,0,0,1,0,0,0,Yes,Hybrid (fuel and electric),I am not considering to buy a new car in the next 2 -3 years,Not applicable,Not applicable,Not sure,Unlikely,"Collective public transport (bus, tram, train, metro, ferry etc.)",Not applicable,Between 1 km and 5 km,Never I mostly work from home,"No, I am working/studying full-time from home and do not commute",Very poor,"Yes, definitely",16.7,2.1,701,2590,41340516,1592098,14.7,1789.28,6199893248,No/Non-religious,Yes,Yes,2020+,37.0,30-44,1_Low,5,Multi-generational / extended,3,2
